,structure,bandgap,A_r_atom,B_r_atom,X_r_atom,A_r_ion,B_r_ion,X_r_ion,A_ie,B_ie,X_ie,A_ea,B_ea,X_ea,A_x,B_x,X_x,A_N,B_N,X_N,A_M,B_M,X_M,HOMO,LUMO,gap_AO,bond_mean,bond_var,bond_cv,delta_X_bx_bond_mean,delta_X_bx_bond_var,ratio_X_bx_bond_mean,ratio_X_bx_bond_var,delta_ea_bx_bond_mean,delta_ea_bx_bond_var,ratio_ea_bx_bond_mean,ratio_ea_bx_bond_var,delta_X_bx_bond_cv,ratio_X_bx_bond_cv,delta_ea_bx_bond_cv,ratio_ea_bx_bond_cv,(B_x - X_x),(B_x / X_x),(B_x - X_x)/(B_r_ion + X_r_ion),(B_x / X_x)/(B_r_ion + X_r_ion),(B_x/B_r_ion),(X_x/X_r_ion),(B_x/B_r_ion)+(X_x/X_r_ion),(B_x/B_r_ion)-(X_x/X_r_ion),(B_x/B_r_ion)*(X_x/X_r_ion),(B_x/B_r_ion)/(X_x/X_r_ion),(B_ea - X_ea),(B_ea / X_ea),(B_ea - X_ea)/(B_r_ion + X_r_ion),(B_ea / X_ea)/(B_r_ion + X_r_ion),(B_ea/B_r_ion),(X_ea/X_r_ion),(B_ea/B_r_ion)+(X_ea/X_r_ion),(B_ea/B_r_ion)-(X_ea/X_r_ion),(B_ea/B_r_ion)*(X_ea/X_r_ion),(B_ea/B_r_ion)/(X_ea/X_r_ion),(B_r_ion + X_r_ion),(B_r_ion / X_r_ion),(A_r_ion + X_r_ion)/(1.414*(B_r_ion + X_r_ion)),log(bond_var),log(bond_cv),log(delta_X_bx_bond_var),log(delta_ea_bx_bond_var),log(ratio_X_bx_bond_var),log(ratio_ea_bx_bond_var),log(delta_X_bx_bond_cv),log(ratio_X_bx_bond_cv),log(delta_ea_bx_bond_cv),log(ratio_ea_bx_bond_cv)
27,Cs_Ba_Cl_Cl_Br_POSCAR,4.5144,2.6,2.15,1.05,1.81,1.49,0.814166667,3.893905727,5.2116646,12.58302533,0.47163025,0.144626,3.52967962,0.79,0.89,3.093333333,55,56,23,132.9054519,137.327,50.27,-0.295334,-0.118967,0.176367,2.964657871,0.003496118,0.001179265,0.744117181,0.002115435,0.097119283,0.00000115,1.143029896,0.003787635,0.013832747,3.72E-08,0.002842879,0.0000119,0.00331368,0.00000269,-2.203333333,0.287715517,-0.956238698,0.124867494,0.597315436,3.799385873,4.396701309,-3.202070437,2.26943183,0.15721368,-3.38505362,0.040974257,-1.469101028,0.017782679,0.09706443,4.335328088,4.432392518,-4.238263659,0.420806148,0.022389177,2.304166667,1.830092118,0.805430582,-5.656102069,-6.742863916,-6.158494814,-5.576013465,-13.67574862,-17.10695708,-5.862938008,-11.33897216,-5.709695925,-12.82596936
28,K_Mg_Cl_Cl_Cl_POSCAR,4.2428,2.2,1.5,1,1.52,0.86,0.78,4.34066373,7.646236,12.967633,0.50145913,-0.42,3.61272528,0.82,1.31,3.16,19,12,17,39.0983,24.305,35.453,-0.32038,-0.175427,0.144953,2.503641945,4.12E-16,1.64E-16,0.738923552,3.59E-17,0.165581569,1.8E-18,1.610743616,1.7E-16,0.046434645,1.42E-19,4.85E-17,1.09E-17,1.06E-16,3.05E-18,-1.85,0.414556962,-1.12804878,0.252778635,1.523255814,4.051282051,5.574537865,-2.528026237,6.171138939,0.375993524,-4.03272528,-0.116255726,-2.458978829,-0.070887638,-0.488372093,4.631699077,4.143326984,-5.12007117,-2.261992572,-0.10544124,1.64,1.102564103,0.991823921,-35.42550832,-36.34666525,-37.86579438,-36.31073324,-40.85874501,-43.3984599,-37.56496788,-39.05776888,-36.78309258,-40.33139008
29,K_Ba_F_Cl_Br_POSCAR,3.6109,2.2,2.15,0.883333333,1.52,1.49,0.789166667,4.34066373,5.2116646,14.06808767,0.50145913,0.144626,3.459167801,0.82,0.89,3.366666667,19,56,20.33333333,39.0983,137.327,44.7851344,-0.295334,-0.118967,0.176367,2.611137755,0.035220792,0.013488677,0.966406801,0.06215606,0.102497235,0.0000292,1.275614661,0.008897337,0.016122162,0.00000198,0.064316663,0.00028459,0.006974941,0.000122972,-2.476666667,0.264356436,-1.086654479,0.115988198,0.597315436,4.266103483,4.86341892,-3.668788047,2.548209463,0.140014287,-3.314541801,0.041809478,-1.454277938,0.018344195,0.09706443,4.383317169,4.480381599,-4.28625274,0.425464181,0.022144058,2.279166667,1.888067581,0.716522423,-3.346118689,-4.305904686,-2.77810696,-4.722003261,-10.44134185,-13.13241371,-2.743936537,-8.16446101,-4.96543141,-9.003553871
30,K_Pb_F_F_Cl_POSCAR,1.7183,2.2,1.8,0.666666667,1.52,1.1225,0.73,4.34066373,7.4166799,15.93775767,0.50145913,0.3567212,3.471701643,0.82,2.33,3.706666667,19,82,11.66666667,39.0983,207.2,24.4832688,-0.32038,-0.141831,0.178549,2.415799324,0.032293305,0.013367544,0.58423879,0.037365628,0.262579391,0.0000923,1.293301845,0.00272296,0.042877474,0.0000174,0.063956089,0.00035142,0.002105432,0.000405274,-1.376666667,0.628597122,-0.743139901,0.339323683,2.075723831,5.077625571,7.153349402,-3.00190174,10.5397484,0.408798128,-3.114980443,0.102751111,-1.681500914,0.055466187,0.317791715,4.755755675,5.07354739,-4.43796396,1.511339752,0.066822549,1.8525,1.537671233,0.858963861,-3.432895346,-4.3149256,-3.287004035,-5.906035755,-9.290466416,-10.95904035,-2.74955854,-7.953528469,-6.163234607,-7.810947176
31,Rb_Pb_F_F_F_POSCAR,2.1371,2.35,1.8,0.5,1.66,1.1225,0.705,4.1771281,7.4166799,17.42282,0.48591621,0.3567212,3.401189824,0.82,2.33,3.98,37,82,9,85.4678,207.2,18.9984032,-0.357187,-0.141831,0.215356,2.276468813,2.48E-17,1.09E-17,0.724806767,2.51E-18,0.257164575,3.16E-19,1.337364521,8.55E-18,0.046071923,1.01E-20,3.46E-18,1.23E-18,6.39E-18,2.2E-19,-1.65,0.585427136,-0.902872777,0.320343166,2.075723831,5.645390071,7.721113902,-3.56966624,11.7182707,0.367684749,-3.044468624,0.104881297,-1.665919904,0.057390587,0.317791715,4.824382729,5.142174444,-4.506591014,1.533148861,0.065871995,1.8275,1.592198582,0.915217572,-38.23568802,-39.05776888,-40.52624892,-39.30060039,-42.59854474,-46.04175153,-40.20526308,-41.2395175,-39.59179741,-42.96065941
32,K_Ba_Br_Br_Br_POSCAR,3.6406,2.2,2.15,1.15,1.52,1.49,0.8825,4.34066373,5.2116646,11.81381,0.50145913,0.144626,3.3635883,0.82,0.89,2.96,19,56,35,39.0983,137.327,79.904,-0.295334,-0.118967,0.176367,3.09931994,6.23E-17,2.01E-17,0.667888453,2.89E-18,0.097013436,6.1E-20,1.038602778,7E-18,0.013873215,1.25E-21,4.33E-18,6.29E-19,6.74E-18,9E-20,-2.07,0.300675676,-0.872497366,0.126733688,0.597315436,3.354107649,3.951423085,-2.756792212,2.003460273,0.178084754,-3.2189623,0.042997533,-1.356780738,0.018123302,0.09706443,3.811431501,3.908495931,-3.714367072,0.369954424,0.02546666,2.3725,1.688385269,0.716156216,-37.31457025,-38.44581186,-40.38527517,-39.50062152,-44.24341309,-48.1311434,-39.98096413,-41.9101557,-39.53847175,-43.85447728
33,Rb_Sr_Br_Br_Cl_POSCAR,4.0286,2.35,2,1.1,1.66,1.32,0.848333333,4.1771281,5.69486745,12.19841767,0.48591621,0.052066,3.44663396,0.82,0.95,3.026666667,37,38,29,85.4678,87.62,65.087,-0.295334,-0.131793,0.163541,2.953994234,0.007190064,0.002434014,0.704530634,0.002832386,0.106350442,3.71E-08,1.151278253,0.005522504,0.005118986,5.71E-10,0.004020245,0.000000349,0.004796846,0.000000112,-2.076666667,0.313876652,-0.957724827,0.144754797,0.71969697,3.567779963,4.287476932,-2.848082993,2.567720428,0.201721232,-3.39456796,0.015106333,-1.565519428,0.006966795,0.039443939,4.062829817,4.102273756,-4.023385878,0.160254013,0.009708489,2.168333333,1.555992142,0.818106407,-4.935055206,-6.018213533,-5.866635813,-5.198923898,-17.10964887,-21.28363191,-5.516412433,-14.86819391,-5.33979666,-16.00476697
34,Rb_Pb_Cl_Br_I_POSCAR,1.3658,2.35,1.8,1.183333333,1.66,1.1225,0.978611111,4.1771281,7.4166799,11.74423433,0.48591621,0.3567212,3.345121987,0.82,2.33,2.926666667,37,82,35,85.4678,207.2,80.75382333,-0.267904,-0.141831,0.126073,2.951473731,0.015122527,0.005123721,0.205391975,0.006021599,0.270768925,0.0000657,1.017446864,0.014053981,0.036258636,0.000000935,0.029317595,0.000242648,0.013812988,0.0000258,-0.596666667,0.796127563,-0.283976732,0.378907883,2.075723831,2.990632984,5.066356815,-0.914909153,6.207728154,0.694075081,-2.988400787,0.10663922,-1.422295457,0.050753727,0.317791715,3.418234219,3.736025934,-3.100442504,1.086286515,0.092969555,2.101111111,1.147033778,0.888130854,-4.191569793,-5.273874346,-5.11240244,-4.264849578,-9.630411632,-13.88271931,-3.529567431,-8.323898724,-4.28214597,-10.56513607
35,K_Ba_I_I_Br_POSCAR,3.207,2.2,2.15,1.316666667,1.52,1.49,1.143055556,4.34066373,5.2116646,10.90544333,0.50145913,0.144626,3.160564353,0.82,0.89,2.76,19,56,47,39.0983,137.327,111.2376467,-0.267904,-0.118967,0.148937,3.256996938,0.011969277,0.003674943,0.576308624,0.004135352,0.099203739,0.00000261,0.928577297,0.005944404,0.014072703,2.26E-08,0.007175586,0.0000263,0.006401626,0.00000161,-1.87,0.322463768,-0.710201498,0.122467514,0.597315436,2.414580801,3.011896237,-1.817265365,1.442266384,0.247378525,-3.015938353,0.045759549,-1.145413869,0.017378877,0.09706443,2.765013771,2.8620782,-2.667949341,0.268384484,0.035104501,2.633055556,1.303523693,0.715271292,-4.425412162,-5.606217657,-5.488182827,-5.125305006,-12.85616034,-17.60531593,-4.937070848,-10.54594162,-5.051203258,-13.33927638
36,K_Zn_Br_Br_I_POSCAR,0,2.2,1.35,1.233333333,1.52,0.88,1.012777778,4.34066373,9.394197,11.35962667,0.50145913,-0.62,3.262076327,0.82,1.65,2.86,19,30,41,39.0983,65.409,95.57082333,-0.267904,-0.222725,0.045179,2.616180686,0.003017987,0.001153585,0.463826312,0.003951723,0.220942869,0.0000434,1.485652558,0.007192923,0.072757743,0.00000307,0.008519834,0.000196604,0.004841592,0.0000422,-1.21,0.576923077,-0.639272087,0.30480233,1.875,2.82391662,4.69891662,-0.94891662,5.294843663,0.663971445,-3.882076327,-0.190062996,-2.050994244,-0.10041485,-0.704545455,3.220920125,2.51637467,-3.925465579,-2.269284633,-0.21874043,1.892777778,0.868897422,0.946341856,-5.803165226,-6.764880794,-5.533603593,-4.934657653,-10.04505112,-12.693833,-4.765358422,-8.534319005,-5.330511687,-10.07309034
37,Rb_Ge_I_I_Cl_POSCAR,0.4944,2.35,1.25,1.266666667,1.66,0.77,1.108888889,4.1771281,7.899435,11.290051,0.48591621,1.232676413,3.243610013,0.82,2.01,2.826666667,37,32,41,85.4678,72.64,96.42064667,-0.267904,-0.149882,0.118022,2.873485043,0.028779526,0.010015548,0.290317392,0.010709478,0.248796351,0.0000264,0.707995323,0.019156947,0.132929377,0.00000568,0.036888861,0.000106225,0.027058014,0.0000427,-0.816666667,0.711084906,-0.434654051,0.378460328,2.61038961,2.549098196,5.159487807,0.061291414,6.654139448,1.024044352,-2.0109336,0.380032251,-1.070278084,0.202264356,1.600878458,2.92509921,4.525977668,-1.324220751,4.682728314,0.547290312,1.878888889,0.694388777,1.042209484,-3.548091047,-4.603616593,-4.536626135,-3.955089862,-10.54214655,-12.07855933,-3.299845643,-9.149951072,-3.609772051,-10.06131164
38,Cs_Pb_Cl_Br_I_POSCAR,1.4252,2.6,1.8,1.183333333,1.81,1.1225,0.978611111,3.893905727,7.4166799,11.74423433,0.47163025,0.3567212,3.345121987,0.79,2.33,2.926666667,55,82,35,132.9054519,207.2,80.75382333,-0.267904,-0.141831,0.126073,2.961402735,0.013528733,0.004568353,0.20450093,0.005916839,0.269856238,0.0000767,1.013666605,0.013427452,0.036136055,0.00000111,0.028933069,0.000284292,0.013246418,0.0000306,-0.596666667,0.796127563,-0.283976732,0.378907883,2.075723831,2.990632984,5.066356815,-0.914909153,6.207728154,0.694075081,-2.988400787,0.10663922,-1.422295457,0.050753727,0.317791715,3.418234219,3.736025934,-3.100442504,1.086286515,0.092969555,2.101111111,1.147033778,0.938619396,-4.302939485,-5.388602533,-5.129952925,-4.310454011,-9.47560885,-13.71115054,-3.542770082,-8.165508679,-4.324028103,-10.39451055
39,Cs_Ge_Cl_Cl_Cl_POSCAR,0.9388,2.6,1.25,1,1.81,0.77,0.78,3.893905727,7.899435,12.967633,0.47163025,1.232676413,3.61272528,0.79,2.01,3.16,55,32,17,132.9054519,72.64,35.453,-0.32038,-0.149882,0.170498,2.645165854,4.4E-16,1.66E-16,0.434755348,1.19E-17,0.240467322,3.64E-18,0.899773019,5.09E-17,0.128991544,1.05E-18,2.73E-17,1.51E-17,5.66E-17,8.11E-18,-1.15,0.636075949,-0.741935484,0.41037158,2.61038961,4.051282051,6.661671662,-1.440892441,10.57542458,0.644336676,-2.380048867,0.341204027,-1.535515398,0.22013163,1.600878458,4.631699077,6.232577535,-3.030820618,7.414787278,0.345635248,1.55,0.987179487,1.181731076,-35.35975695,-36.33454389,-38.96999327,-37.51666875,-40.15454799,-41.39774151,-38.13964497,-38.73183693,-37.41052269,-39.35343381
40,Cs_Zn_Cl_Cl_I_POSCAR,0.1575,2.6,1.35,1.133333333,1.81,0.88,0.944444444,3.893905727,9.394197,12.128842,0.47163025,-0.62,3.428167647,0.79,1.65,2.993333333,55,30,29,132.9054519,65.409,65.93682333,-0.267904,-0.222725,0.045179,2.65491521,0.0041566,0.001565625,0.508394012,0.009883985,0.208701512,0.000147635,1.528015185,0.017723558,0.068448598,0.0000143,0.019441583,0.000707396,0.011599072,0.000209633,-1.343333333,0.551224944,-0.736297199,0.302133039,1.875,3.169411766,5.044411766,-1.294411766,5.942647061,0.591592427,-4.048167647,-0.180854633,-2.218849503,-0.099128605,-0.704545455,3.629824569,2.925279115,-4.334370024,-2.557376401,-0.194099037,1.824444444,0.931764706,1.067711609,-5.483057847,-6.459470174,-4.616839508,-4.032860564,-8.820767547,-11.15525102,-3.940341053,-7.253919936,-4.456830184,-8.470152175
41,Rb_Zn_Cl_Cl_Cl_POSCAR,1.4158,2.35,1.35,1,1.66,0.88,0.78,4.1771281,9.394197,12.967633,0.48591621,-0.62,3.61272528,0.82,1.65,3.16,37,30,17,85.4678,65.409,35.453,-0.32038,-0.222725,0.097655,2.5031464,8.13E-18,3.25E-18,0.603240785,4.72E-19,0.208598226,5.64E-20,1.690961935,3.71E-18,0.068559951,6.1E-21,7.82E-19,2.71E-19,2.19E-18,8.89E-20,-1.51,0.522151899,-0.909638554,0.314549337,1.875,4.051282051,5.926282051,-2.176282051,7.596153846,0.462816456,-4.23272528,-0.171615595,-2.549834506,-0.103382889,-0.704545455,4.631699077,3.927153622,-5.336244531,-3.263242531,-0.152113823,1.66,1.128205128,1.039518754,-39.35097075,-40.26787668,-42.19730797,-40.1354998,-44.32181779,-46.54599818,-41.69243221,-42.75216813,-40.66263013,-43.86677481
42,Cs_Cd_F_F_I_POSCAR,1.8394,2.6,1.55,0.8,1.81,1.09,0.894444444,3.893905727,8.99382,15.09896667,0.47163025,-0.72,3.287144009,0.79,1.69,3.54,55,48,23.66666667,132.9054519,112.411,54.96709213,-0.267904,-0.204228,0.063676,2.39200748,0.009846898,0.004116583,0.785205979,0.08086688,0.205551305,0.001027782,1.680749743,0.017753802,0.091763893,0.000000697,0.10298811,0.005000122,0.010563025,0.00000759,-1.85,0.47740113,-0.93225084,0.240571678,1.550458716,3.957763977,5.508222693,-2.407305262,6.136349653,0.391751182,-4.007144009,-0.219035125,-2.019277497,-0.110376043,-0.660550459,3.675067838,3.014517379,-4.335618297,-2.427567746,-0.179738304,1.984444444,1.218633541,0.963806187,-4.620598797,-5.492731829,-2.514950933,-4.031155589,-6.880352197,-14.17648043,-2.273141734,-5.298292967,-4.550395583,-11.78867897
43,K_Sr_I_I_F_POSCAR,3.4478,2.2,2,1.1,1.52,1.32,1.083888889,4.34066373,5.69486745,12.77511333,0.50145913,0.052066,3.173098195,0.82,0.95,3.1,19,38,38.33333333,39.0983,87.62,90.93578107,-0.267904,-0.131793,0.136111,2.91764249,0.181077097,0.062062812,0.790322969,0.134188897,0.108332687,0.0000139,1.104905375,0.058232396,0.005728864,0.000000388,0.169789949,0.000127853,0.052703514,0.0000678,-2.15,0.306451613,-0.8943841,0.127481605,0.71969697,2.860071758,3.579768727,-2.140374788,2.058384977,0.251635984,-3.121032195,0.016408569,-1.298326312,0.006825843,0.039443939,2.92751243,2.966956369,-2.88806849,0.115472623,0.013473534,2.403888889,1.217837007,0.766052702,-1.708832388,-2.77960831,-2.008506793,-2.843313447,-11.18362172,-14.7622605,-1.7731932,-8.964629392,-2.943073146,-9.598948363
44,Rb_Sn_I_I_I_POSCAR,0.3912,2.35,1.45,1.4,1.66,0.83,1.273333333,4.1771281,7.343918,10.45126,0.48591621,1.1120702,3.05905238,0.82,1.96,2.66,37,50,53,85.4678,118.71,126.90447,-0.267904,-0.14445,0.123454,3.118636137,1.05E-08,3.36E-09,0.224457093,5.42E-11,0.236270624,6.01E-11,0.624305657,4.19E-10,0.116568332,1.46E-11,2.42E-10,2.54E-10,6.72E-10,1.25E-10,-0.7,0.736842105,-0.332805071,0.350321128,2.361445783,2.089005236,4.450451019,0.272440547,4.933072606,1.130416402,-1.94698218,0.363534213,-0.925665062,0.172837185,1.339843614,2.402397158,3.742240772,-1.062553543,3.218836491,0.557711122,2.103333333,0.651832461,0.98628835,-18.37189058,-19.51132486,-23.63834021,-21.5931502,-23.53501127,-24.94999959,-22.14208339,-22.09368685,-21.12076278,-22.80270738
45,Rb_Ca_F_F_Cl_POSCAR,6.4662,2.35,1.8,0.666666667,1.66,1.14,0.73,4.1771281,6.11315547,15.93775767,0.48591621,0.024551,3.471701643,0.82,1,3.706666667,37,20,11.66666667,85.4678,40.078,24.4832688,-0.32038,-0.141411,0.178969,2.295077184,0.017699726,0.00771204,1.192564177,0.052076499,0.118582689,0.0000392,1.504412601,0.00176697,0.003098598,6.55E-08,0.04366767,0.000330596,0.001174525,0.0000211,-2.706666667,0.269784173,-1.44741533,0.144269611,0.877192982,5.077625571,5.954818554,-4.200432589,4.454057519,0.172756532,-3.447150643,0.007071748,-1.843396066,0.003781684,0.021535965,4.755755675,4.77729164,-4.73421971,0.102419787,0.0045284,1.87,1.561643836,0.9038719,-4.03420612,-4.864972535,-2.955041507,-6.338489064,-10.14683381,-16.54121569,-3.131147268,-8.014613472,-6.746891468,-10.76623752
46,Rb_Zn_Cl_Cl_Br_POSCAR,0.8927,2.35,1.35,1.05,1.66,0.88,0.814166667,4.1771281,9.394197,12.58302533,0.48591621,-0.62,3.52967962,0.82,1.65,3.093333333,37,30,23,85.4678,65.409,50.27,-0.295334,-0.222725,0.072609,2.555298918,0.002697998,0.001055844,0.565809183,0.002276416,0.208897766,0.00000497,1.625533935,0.006065961,0.068799877,0.000000871,0.004023293,0.0000238,0.003731673,0.0000127,-1.443333333,0.533405172,-0.851942941,0.31484811,1.875,3.799385873,5.674385873,-1.924385873,7.123848512,0.493500808,-4.14967962,-0.175653336,-2.44939279,-0.103681261,-0.704545455,4.335328088,3.630782634,-5.039873543,-3.054435699,-0.162512603,1.694166667,1.080859774,1.032817075,-5.915245262,-6.853414832,-6.085153003,-5.105062299,-12.21209072,-13.95362386,-5.515654557,-10.64582498,-5.59089862,-11.27390856
47,K_Sn_I_I_Cl_POSCAR,0,2.2,1.45,1.266666667,1.52,0.83,1.108888889,4.34066373,7.343918,11.290051,0.50145913,1.1120702,3.243610013,0.82,1.96,2.826666667,19,50,41,39.0983,118.71,96.42064667,-0.267904,-0.14445,0.123454,2.882772315,0.018089607,0.006275073,0.305268511,0.009856551,0.241745122,0.0000648,0.74545253,0.016794644,0.119493017,0.0000134,0.032288134,0.000268197,0.022529462,0.000111871,-0.866666667,0.693396226,-0.446991404,0.357625561,2.361445783,2.549098196,4.91054398,-0.187652413,6.019557187,0.926384784,-2.131539813,0.34284954,-1.099361508,0.176827843,1.339843614,2.92509921,4.264942824,-1.585255595,3.919175498,0.458050657,1.938888889,0.748496994,0.958892451,-4.012417705,-5.071170161,-4.619618969,-4.086695253,-9.644204955,-11.22025585,-3.433055485,-8.223788773,-3.792931404,-9.098164136
48,K_Sn_Cl_Cl_I_POSCAR,0.0668,2.2,1.45,1.133333333,1.52,0.83,0.944444444,4.34066373,7.343918,12.128842,0.50145913,1.1120702,3.428167647,0.82,1.96,2.993333333,19,50,29,39.0983,118.71,65.93682333,-0.267904,-0.14445,0.123454,2.839844968,0.019559485,0.006887519,0.368683621,0.009555262,0.231717865,0.0000589,0.821871927,0.016365589,0.114761734,0.0000121,0.02591724,0.000254185,0.019912578,0.000105257,-1.033333333,0.654788419,-0.582341891,0.36901038,2.361445783,3.169411766,5.530857549,-0.807965983,7.484394049,0.745073836,-2.316097447,0.324392012,-1.305252162,0.182813282,1.339843614,3.629824569,4.969668184,-2.289980955,4.863397271,0.369120763,1.774444444,0.87882353,0.982216479,-3.934294944,-4.978044346,-4.650663281,-4.11257438,-9.739669467,-11.32230511,-3.652846895,-8.27744821,-3.916403687,-9.159105579
49,Cs_Mg_Cl_Cl_Cl_POSCAR,3.9711,2.6,1.5,1,1.81,0.86,0.78,3.893905727,7.646236,12.967633,0.47163025,-0.42,3.61272528,0.79,1.31,3.16,55,12,17,132.9054519,24.305,35.453,-0.32038,-0.175427,0.144953,2.552702051,4.02E-15,1.57E-15,0.72472226,3.24E-16,0.162399275,1.63E-17,1.579786908,1.54E-15,0.045542223,1.28E-18,4.47E-16,1E-16,9.74E-16,2.81E-17,-1.85,0.414556962,-1.12804878,0.252778635,1.523255814,4.051282051,5.574537865,-2.528026237,6.171138939,0.375993524,-4.03272528,-0.116255726,-2.458978829,-0.070887638,-0.488372093,4.631699077,4.143326984,-5.12007117,-2.261992572,-0.10544124,1.64,1.102564103,1.116879981,-33.14749449,-34.08770078,-35.66578816,-34.10699398,-38.65536657,-41.1996716,-35.34397308,-36.84136149,-34.56512037,-38.1107621
50,Cs_Ca_I_I_F_POSCAR,3.3774,2.6,1.8,1.1,1.81,1.14,1.083888889,3.893905727,6.11315547,12.77511333,0.47163025,0.024551,3.173098195,0.79,1,3.1,55,20,38.33333333,132.9054519,40.078,90.93578107,-0.267904,-0.141411,0.126493,2.588233171,0.072037227,0.027832588,0.848109857,0.125562352,0.12813757,0.000103364,1.237822668,0.042338742,0.003015399,0.000000032,0.148049632,0.000806667,0.034204206,0.0000106,-2.1,0.322580645,-0.944291781,0.145052501,0.877192982,2.860071758,3.73726474,-1.982878775,2.508834875,0.306703138,-3.148547195,0.007737233,-1.415784399,0.003479145,0.021535965,2.92751243,2.949048395,-2.905976465,0.063046805,0.007356404,2.223888889,1.051768324,0.920278674,-2.630572252,-3.581547715,-2.074952815,-3.162052726,-9.177253819,-17.25752993,-1.91020771,-7.122599614,-3.37540666,-11.45465656
51,Rb_Cd_F_F_Br_POSCAR,2.3989,2.35,1.55,0.716666667,1.66,1.09,0.764166667,4.1771281,8.99382,15.55315,0.48591621,-0.72,3.388655983,0.82,1.69,3.64,37,48,17.66666667,85.4678,112.411,39.3002688,-0.295334,-0.204228,0.091106,2.31575674,0.011339063,0.004896483,0.853051255,0.057162615,0.20351474,0.000391429,1.778199778,0.00750043,0.091920573,0.0000132,0.067009591,0.001923347,0.00421799,0.000143122,-1.95,0.464285714,-1.051685393,0.250401284,1.550458716,4.763358777,6.313817492,-3.212900061,7.385391131,0.325496942,-4.108655983,-0.212473619,-2.21590435,-0.114592514,-0.660550459,4.434446214,3.773895755,-5.094996672,-2.929175481,-0.148958952,1.854166667,1.426390403,0.924622157,-4.479501612,-5.319238087,-2.861855178,-4.892794927,-7.845706413,-11.23529373,-2.702919521,-6.253688381,-5.468396568,-8.851813145
52,K_Ba_F_Cl_I_POSCAR,3.2145,2.2,2.15,0.966666667,1.52,1.49,0.919444444,4.34066373,5.2116646,13.61390433,0.50145913,0.144626,3.357655828,0.82,0.89,3.266666667,19,56,26.33333333,39.0983,137.327,60.45195773,-0.267904,-0.118967,0.148937,2.648085709,0.053037497,0.020028618,0.923044445,0.08657055,0.105022019,0.0000657,1.226380201,0.0266249,0.016420431,0.00000176,0.093788062,0.000625652,0.021710152,0.0001071,-2.376666667,0.27244898,-0.986396127,0.113075435,0.597315436,3.552870093,4.150185529,-2.955554656,2.122184149,0.168121947,-3.213029828,0.043073503,-1.333514801,0.017876944,0.09706443,3.651831114,3.748895543,-3.554766684,0.354462904,0.02657966,2.409444444,1.620543807,0.716019097,-2.936756125,-3.910593128,-2.446795591,-3.625908411,-9.630411632,-13.25019675,-2.366717702,-7.376716252,-3.829975294,-9.141747581
53,Rb_Sn_F_F_F_POSCAR,0,2.35,1.45,0.5,1.66,0.83,0.705,4.1771281,7.343918,17.42282,0.48591621,1.1120702,3.401189824,0.82,1.96,3.98,37,50,9,85.4678,118.71,18.9984032,-0.369349,-0.14445,0.224899,2.137195623,1.2E-16,5.61E-17,0.94516383,2.35E-17,0.230424537,1.39E-18,1.071085678,3.01E-17,0.15298789,6.15E-19,2.48E-17,6.05E-18,2.81E-17,4.02E-18,-2.02,0.492462312,-1.315960912,0.320822353,2.361445783,5.645390071,8.006835854,-3.283944288,13.33128258,0.418296301,-2.289119624,0.32696505,-1.491283143,0.213006547,1.339843614,4.824382729,6.164226344,-3.484539115,6.463918393,0.277723325,1.535,1.177304965,1.089615709,-36.65903993,-37.41939586,-38.28953125,-38.0420065,-41.11722793,-41.93266469,-38.23568802,-39.6464734,-38.1107621,-40.05524977
54,Cs_Ge_Cl_Br_I_POSCAR,0.6302,2.6,1.25,1.183333333,1.81,0.77,0.978611111,3.893905727,7.899435,11.74423433,0.47163025,1.232676413,3.345121987,0.79,2.01,2.926666667,55,32,35,132.9054519,72.64,80.75382333,-0.267904,-0.149882,0.118022,2.830435342,0.015968344,0.005641657,0.327720525,0.007537647,0.243593007,0.0000483,0.75139733,0.012883772,0.130662913,0.0000103,0.023000229,0.000198151,0.017146417,0.0000792,-0.916666667,0.686788155,-0.524225576,0.39276209,2.61038961,2.990632984,5.601022594,-0.380243374,7.80671727,0.87285522,-2.112445574,0.368499689,-1.208070543,0.210738504,1.600878458,3.418234219,5.019112678,-1.817355761,5.472177528,0.468334923,1.748611111,0.786829407,1.127834331,-4.137147017,-5.177577462,-4.887845215,-4.351786744,-9.938078997,-11.48336666,-3.772251107,-8.526481192,-4.065966048,-9.443534259
55,Cs_Sn_Cl_Cl_Cl_POSCAR,0.6805,2.6,1.45,1,1.81,0.83,0.78,3.893905727,7.343918,12.967633,0.47163025,1.1120702,3.61272528,0.79,1.96,3.16,55,50,17,132.9054519,118.71,35.453,-0.32038,-0.14445,0.17593,2.75736397,8.39E-18,3.04E-18,0.435198259,2.09E-19,0.224944248,5.59E-20,0.906900615,9.08E-19,0.111635718,1.38E-20,4.8E-19,2.48E-19,1E-18,1.23E-19,-1.2,0.620253165,-0.745341615,0.385250413,2.361445783,4.051282051,6.412727834,-1.689836268,9.566882916,0.582888516,-2.50065508,0.307820306,-1.553201913,0.191192736,1.339843614,4.631699077,5.971542691,-3.291855462,6.205752432,0.289276914,1.61,1.064102564,1.137691409,-39.31949115,-40.33467416,-43.0119527,-41.54304257,-44.33072257,-45.72961836,-42.18050085,-42.84085821,-41.44653167,-43.5421026
